species,decimalLatitude,decimalLongitude,eventDate,day,month,year
Lamproderma ovoideum,35.194783,138.435583,2014-05-10T00:00:00,10,5,2014
Lamproderma ovoideum,35.194783,138.435583,2014-05-10T00:00:00,10,5,2014
Lamproderma sauteri,35.19,138.43,2014-05-01T00:00:00,1,5,2014
Lamproderma aeneum,36.16,136.42,2011-04-18T00:00:00,18,4,2011
Lamproderma sauteri,60.985206,8.967109,2017-06-07T00:00:00,7,6,2017
Lamproderma ovoideum,60.966604,8.76691,2017-06-09T00:00:00,9,6,2017
Lamproderma arcyrioides,55.675585,13.330693,2011-04-02T00:00:00,2,4,2011
Lamproderma arcyrioides,55.675585,13.330693,2014-11-16T00:00:00,16,11,2014
Lamproderma arcyrioides,49.444168,7.769722,1901-10-26T00:00:00,26,10,1901
Lamproderma ovoideum,50.43222,12.725278,1992-04-19T00:00:00,19,4,1992
Lamproderma ovoideum,47.682777,12.563334,1989-05-06T00:00:00,6,5,1989
Lamproderma sauteri,47.416668,11.083333,1991-01-01T00:00:00,,,1991
Lamproderma pseudomaculatum,45.483334,6.533333,1986-03-10T00:00:00,10,3,1986
Lamproderma arcyrioides,51.341946,12.376111,1989-01-08T00:00:00,8,1,1989
Lamproderma splendens,45.400002,6.5,1989-05-24T00:00:00,24,5,1989
Lamproderma sauteri,48.456112,9.097222,,,,
Lamproderma arcyrioides,50.490833,11.344444,1989-09-29T00:00:00,29,9,1989
Lamproderma sauteri,46,2,1987-05-07T00:00:00,7,5,1987
Lamproderma ovoideum,47.25,10.5,1963-07-13T00:00:00,13,7,1963
Lamproderma sauteri,47.333332,7.25,1913-04-01T00:00:00,,4,1913
Lamproderma splendens,47.634998,13.006111,1985-05-19T00:00:00,19,5,1985
Lamproderma arcyrioides,48.299999,13.633333,1981-11-22T00:00:00,22,11,1981
Lamproderma ovoideum,47.685555,11.576389,1964-05-19T00:00:00,19,5,1964
Lamproderma sauteri,47.727222,10.319722,1963-06-05T00:00:00,5,6,1963
Lamproderma ovoideum,46,2,1987-05-07T00:00:00,7,5,1987
Lamproderma sauteri,47.333332,7.25,1913-04-01T00:00:00,1,4,1913
Lamproderma arcyrioides,47.383335,10.2,1952-05-04T00:00:00,4,5,1952
Lamproderma ovoideum,47.599998,12.183333,1960-04-15T00:00:00,15,4,1960
Lamproderma ovoideum,46,2,1987-05-07T00:00:00,7,5,1987
Lamproderma arcyrioides,46,2,1987-05-07T00:00:00,7,5,1987
Lamproderma sauteri,48.25,14,1984-06-10T00:00:00,10,6,1984
Lamproderma sauteri,50.433334,30.516666,1926-04-10T00:00:00,10,4,1926
Lamproderma splendens,47.634998,13.006111,1985-05-19T00:00:00,19,5,1985
Lamproderma sauteri,47.727222,10.319722,1963-06-16T00:00:00,16,6,1963
Lamproderma splendens,47.634998,13.006111,1985-05-19T00:00:00,19,5,1985
Lamproderma arcyrioides,47.634998,13.006111,1986-05-18T00:00:00,18,5,1986
Lamproderma sauteri,47.816666,13.783334,1984-06-02T00:00:00,2,6,1984
Lamproderma sauteri,47.581944,10.561389,1951-06-22T00:00:00,22,6,1951
Lamproderma splendens,47.634998,13.006111,1985-05-19T00:00:00,19,5,1985
Lamproderma sauteri,47.366665,10.833333,1962-05-04T00:00:00,4,5,1962
Lamproderma ovoideum,47.581944,10.561389,1955-05-01T00:00:00,,5,1955
Lamproderma ovoideum,47.634998,13.006111,1985-06-14T00:00:00,14,6,1985
Lamproderma ovoideum,47.25,10.5,1952-05-08T00:00:00,8,5,1952
Lamproderma sauteri,47.634998,13.006111,1982-06-02T00:00:00,2,6,1982
Lamproderma splendens,47.634998,13.006111,1985-05-19T00:00:00,19,5,1985
Lamproderma ovoideum,47.634998,13.006111,1985-06-14T00:00:00,14,6,1985
Lamproderma arcyrioides,48.591946,9.059722,1980-11-25T00:00:00,25,11,1980
Lamproderma sauteri,48.56139,8.223611,1979-09-15T00:00:00,15,9,1979
Lamproderma ovoideum,47.726112,12.878612,1982-05-20T00:00:00,20,5,1982
Lamproderma ovoideum,47.726112,12.878612,1982-05-20T00:00:00,20,5,1982
Lamproderma sauteri,47.634998,13.006111,1982-06-02T00:00:00,2,6,1982
Lamproderma sauteri,47.875278,8.009167,1979-05-19T00:00:00,19,5,1979
Lamproderma ovoideum,47.726112,12.878612,1982-05-19T00:00:00,19,5,1982
Lamproderma arcyrioides,50.098331,8.241111,1979-12-02T00:00:00,2,12,1979
Lamproderma arcyrioides,47.675556,12.017222,1967-10-08T00:00:00,8,10,1967
Lamproderma sauteri,47.947777,11.222777,1948-11-12T00:00:00,12,11,1948
Lamproderma sauteri,47.316666,10.116667,1977-03-25T00:00:00,25,3,1977
Lamproderma arcyrioides,48.812222,9.159445,1976-08-12T00:00:00,12,8,1976
Lamproderma sauteri,46.833332,10.25,1975-07-26T00:00:00,26,7,1975
Lamproderma arcyrioides,47.675556,12.017222,1967-10-08T00:00:00,8,10,1967
Lamproderma sauteri,46.833332,10.25,1975-07-26T00:00:00,26,7,1975
Lamproderma arcyrioides,48.696667,8.137222,1972-12-10T00:00:00,10,12,1972
Lamproderma arcyrioides,46,2,1969-08-01T00:00:00,1,8,1969
Lamproderma sauteri,62.43817,81.67786,2002-05-01T00:00:00,,5,2002
Lamproderma ovoideum,45.469,6.506599,2012-04-02T00:00:00,2,4,2012
Lamproderma splendens,45.4406,6.3784,2013-07-01T00:00:00,1,7,2013
Lamproderma aeneum,47.70167,15.59333,1999-09-14T00:00:00,14,9,1999
Lamproderma sauteri,69.67384455,19.09598909,2003-05-18T00:00:00,18,5,2003
Lamproderma sauteri,42.66,0.69,1982-07-13T00:00:00,13,7,1982
Lamproderma sauteri,42.66,0.69,1982-07-13T00:00:00,13,7,1982
Lamproderma sauteri,42.66,0.69,1982-07-13T00:00:00,13,7,1982
Lamproderma sauteri,42.66,0.69,1982-07-13T00:00:00,13,7,1982
Lamproderma sauteri,42.66,0.69,1982-07-13T00:00:00,13,7,1982
Lamproderma ovoideum,45.6667,6.6333,,,,
Lamproderma arcyrioides,51.35,9.5167,1984-12-01T00:00:00,1,12,1984
Lamproderma sauteri,48.6333,9.8667,1984-04-29T00:00:00,29,4,1984
Lamproderma ovoideum,45.4667,6.0833,,,,
Lamproderma arcyrioides,51.35,9.5167,1984-11-12T00:00:00,12,11,1984
Lamproderma arcyrioides,60.404999,30.404301,1987-05-10T00:00:00,10,5,1987
Lamproderma arcyrioides,66.285301,33.656601,1993-07-22T00:00:00,22,7,1993
Lamproderma sauteri,66.285301,33.656601,1993-07-30T00:00:00,30,7,1993
Lamproderma sauteri,66.285301,33.656601,1993-09-12T00:00:00,12,9,1993
Lamproderma arcyrioides,60.830002,30.200001,1980-08-20T00:00:00,20,8,1980
Lamproderma arcyrioides,50.437,30.511299,1926-04-10T00:00:00,10,4,1926
Lamproderma arcyrioides,51.599998,37.259998,1982-08-23T00:00:00,23,8,1982
Lamproderma sauteri,44.480999,52.10891,1994-10-15T00:00:00,15,10,1994
Lamproderma sauteri,44.461632,52.108761,1994-10-15T00:00:00,15,10,1994
Lamproderma sauteri,69.480003,88.529999,1995-08-03T00:00:00,3,8,1995
Lamproderma arcyrioides,63.580002,176.75,1984-07-28T00:00:00,28,7,1984
Lamproderma sauteri,69.480003,88.529999,1995-08-03T00:00:00,3,8,1995
Lamproderma sauteri,44.480999,52.10891,1994-10-15T00:00:00,15,10,1994
Lamproderma sauteri,67.660004,33.700001,1994-07-19T00:00:00,19,7,1994
Lamproderma arcyrioides,67.660004,33.700001,1994-07-21T00:00:00,21,7,1994
Lamproderma sauteri,69.480003,88.529999,1995-08-03T00:00:00,3,8,1995
Lamproderma sauteri,69.480003,88.529999,1995-08-03T00:00:00,3,8,1995
Lamproderma sauteri,67.660004,33.700001,1994-07-17T00:00:00,17,7,1994
Lamproderma arcyrioides,67.660004,33.700001,1994-07-21T00:00:00,21,7,1994
Lamproderma sauteri,67.660004,33.700001,1994-07-17T00:00:00,17,7,1994
Lamproderma sauteri,67.660004,33.700001,1994-07-14T00:00:00,14,7,1994
Lamproderma sauteri,67.660004,33.700001,1994-07-14T00:00:00,14,7,1994
Lamproderma arcyrioides,67.660004,33.700001,1994-07-17T00:00:00,17,7,1994
Lamproderma sauteri,67.660004,33.700001,1994-07-17T00:00:00,17,7,1994
Lamproderma arcyrioides,67.660004,33.700001,1994-07-17T00:00:00,17,7,1994
Lamproderma sauteri,67.660004,33.700001,1994-07-17T00:00:00,17,7,1994
Lamproderma sauteri,66.285301,33.656601,1993-09-06T00:00:00,6,9,1993
Lamproderma sauteri,67.660004,33.700001,1994-07-17T00:00:00,17,7,1994
Lamproderma sauteri,67.660004,33.700001,1994-07-17T00:00:00,17,7,1994
Lamproderma sauteri,67.660004,33.700001,1994-07-16T00:00:00,16,7,1994
Lamproderma sauteri,67.660004,33.700001,1994-07-14T00:00:00,14,7,1994
Lamproderma sauteri,66.285301,33.656601,1993-09-12T00:00:00,12,9,1993
Lamproderma arcyrioides,67.660004,33.700001,1994-07-17T00:00:00,17,7,1994
Lamproderma sauteri,66.285301,33.656601,1993-07-26T00:00:00,26,7,1993
Lamproderma sauteri,66.285301,33.656601,1993-07-26T00:00:00,26,7,1993
Lamproderma sauteri,66.285301,33.656601,1993-07-24T00:00:00,24,7,1993
Lamproderma sauteri,66.285301,33.656601,1993-07-19T00:00:00,19,7,1993
Lamproderma sauteri,66.285301,33.656601,1993-07-26T00:00:00,26,7,1993
Lamproderma sauteri,66.285301,33.656601,1993-07-19T00:00:00,19,7,1993
Lamproderma sauteri,66.285301,33.656601,1993-07-19T00:00:00,19,7,1993
Lamproderma sauteri,66.285301,33.656601,1993-07-19T00:00:00,19,7,1993
Lamproderma arcyrioides,67.660004,33.700001,1994-07-17T00:00:00,17,7,1994
Lamproderma arcyrioides,67.660004,33.700001,1994-07-17T00:00:00,17,7,1994
Lamproderma sauteri,66.285301,33.656601,1993-07-22T00:00:00,22,7,1993
Lamproderma arcyrioides,61.959999,58.5,1999-08-06T00:00:00,6,8,1999
Lamproderma sauteri,62.43,81.660004,2002-07-03T00:00:00,3,7,2002
Lamproderma arcyrioides,48.156101,46.8153,1997-07-26T00:00:00,26,7,1997
Lamproderma arcyrioides,55.5,92.660004,2003-07-13T00:00:00,13,7,2003
Lamproderma sauteri,48.456112,9.097222,,,,
Lamproderma sauteri,47.416668,11.083333,1991-01-01T00:00:00,,,1991
Lamproderma splendens,45.400002,6.5,1989-05-17T00:00:00,17,5,1989
Lamproderma splendens,45.400002,6.5,1989-05-17T00:00:00,17,5,1989
Lamproderma arcyrioides,45.400002,6.5,1989-05-17T00:00:00,17,5,1989
Lamproderma sauteri,48.25,14,1984-06-10T00:00:00,10,6,1984
Lamproderma sauteri,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma splendens,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma splendens,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma aeneum,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma splendens,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma sauteri,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma aeneum,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma sauteri,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma sauteri,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma splendens,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma sauteri,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma sauteri,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma arcyrioides,49.444168,7.769722,1901-10-26T00:00:00,26,10,1901
Lamproderma ovoideum,47.166668,15.166667,2003-04-30T00:00:00,30,4,2003
Lamproderma sauteri,47.633335,13.616667,2000-04-25T00:00:00,25,4,2000
Lamproderma sauteri,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma splendens,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma splendens,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma sauteri,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma splendens,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma splendens,47.166668,15.166667,2002-05-17T00:00:00,17,5,2002
Lamproderma sauteri,47.633335,13.616667,2000-04-25T00:00:00,25,4,2000
Lamproderma sauteri,47.633335,13.616667,2000-04-25T00:00:00,25,4,2000
Lamproderma ovoideum,47.633335,13.616667,2000-04-25T00:00:00,25,4,2000
Lamproderma sauteri,47.533333,13.516666,2000-04-24T00:00:00,24,4,2000
Lamproderma sauteri,47.166668,9.833333,1996-05-24T00:00:00,24,5,1996
Lamproderma aeneum,47.166668,9.833333,1996-05-24T00:00:00,24,5,1996
Lamproderma sauteri,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma splendens,47.166668,9.833333,1996-05-24T00:00:00,24,5,1996
Lamproderma splendens,47.166668,9.833333,1996-05-24T00:00:00,24,5,1996
Lamproderma aeneum,47.166668,9.833333,1996-05-24T00:00:00,24,5,1996
Lamproderma splendens,47.716667,13.633333,1996-04-24T00:00:00,24,4,1996
Lamproderma aeneum,47.166668,9.833333,1996-05-24T00:00:00,24,5,1996
Lamproderma sauteri,47.566666,13.933333,1997-05-31T00:00:00,31,5,1997
Lamproderma sauteri,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma ovoideum,47.166668,9.833333,1996-05-24T00:00:00,24,5,1996
Lamproderma splendens,47.716667,13.633333,1996-04-24T00:00:00,24,4,1996
Lamproderma ovoideum,47.166668,9.833333,1996-05-24T00:00:00,24,5,1996
Lamproderma sauteri,47.816666,13.783334,1997-05-29T00:00:00,29,5,1997
Lamproderma ovoideum,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma splendens,47.716667,13.633333,1996-04-24T00:00:00,24,4,1996
Lamproderma aeneum,47.166668,9.833333,1996-05-24T00:00:00,24,5,1996
Lamproderma ovoideum,47.166668,15.166667,1997-05-30T00:00:00,30,5,1997
Lamproderma ovoideum,47.816666,13.783334,1997-05-29T00:00:00,29,5,1997
Lamproderma sauteri,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma splendens,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma splendens,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma aeneum,47.166668,9.833333,1996-05-24T00:00:00,24,5,1996
Lamproderma sauteri,47.566666,13.933333,1997-05-31T00:00:00,31,5,1997
Lamproderma sauteri,47.566666,13.933333,1997-05-31T00:00:00,31,5,1997
Lamproderma aeneum,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma ovoideum,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma aeneum,47.816666,13.783334,1997-05-29T00:00:00,29,5,1997
Lamproderma sauteri,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma sauteri,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma splendens,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma ovoideum,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma sauteri,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma ovoideum,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma sauteri,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma sauteri,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma sauteri,47.716667,13.633333,1996-04-26T00:00:00,26,4,1996
Lamproderma splendens,47.716667,13.633333,1996-04-24T00:00:00,24,4,1996
Lamproderma splendens,47.716667,13.633333,1996-04-24T00:00:00,24,4,1996
Lamproderma sauteri,47.716667,13.633333,1996-04-24T00:00:00,24,4,1996
Lamproderma sauteri,47.716667,13.633333,1996-04-24T00:00:00,24,4,1996
Lamproderma ovoideum,47.716667,13.633333,1996-04-23T00:00:00,23,4,1996
Lamproderma splendens,47.716667,13.633333,1996-04-24T00:00:00,24,4,1996
Lamproderma splendens,47.716667,13.633333,1996-04-24T00:00:00,24,4,1996
Lamproderma sauteri,47.716667,13.633333,1996-04-23T00:00:00,23,4,1996
Lamproderma sauteri,47.716667,13.633333,1996-04-23T00:00:00,23,4,1996
Lamproderma ovoideum,47.716667,13.633333,1996-04-23T00:00:00,23,4,1996
Lamproderma splendens,47.716667,13.633333,1996-04-23T00:00:00,23,4,1996
Lamproderma ovoideum,47.716667,13.633333,1996-04-23T00:00:00,23,4,1996
Lamproderma ovoideum,47.716667,13.633333,1996-04-23T00:00:00,23,4,1996
Lamproderma sauteri,47.716667,13.633333,1996-04-23T00:00:00,23,4,1996
Lamproderma aeneum,47.716667,13.633333,1996-04-23T00:00:00,23,4,1996
Lamproderma ovoideum,47.716667,13.633333,1996-04-23T00:00:00,23,4,1996
Lamproderma splendens,48.456112,9.097222,1993-01-01T00:00:00,,,1993
Lamproderma splendens,48.456112,9.097222,1993-01-01T00:00:00,,,1993
Lamproderma ovoideum,50.43222,12.725278,1992-04-19T00:00:00,19,4,1992
Lamproderma arcyrioides,50.490833,11.344444,1989-09-29T00:00:00,29,9,1989
Lamproderma pseudomaculatum,45.483334,6.533333,1986-03-10T00:00:00,10,3,1986
Lamproderma arcyrioides,48.836666,10.093889,1989-01-06T00:00:00,6,1,1989
Lamproderma arcyrioides,48.836666,10.093889,1989-01-06T00:00:00,6,1,1989
Lamproderma ovoideum,47.816666,13.783334,1990-06-03T00:00:00,3,6,1990
Lamproderma arcyrioides,48.836666,10.093889,1989-01-06T00:00:00,6,1,1989
Lamproderma splendens,45.400002,6.5,1989-05-17T00:00:00,17,5,1989
Lamproderma arcyrioides,51.341946,12.376111,1989-01-08T00:00:00,8,1,1989
Lamproderma arcyrioides,50.490833,11.344444,1989-09-29T00:00:00,29,9,1989
Lamproderma ovoideum,47.682777,12.563334,1989-05-06T00:00:00,6,5,1989
Lamproderma splendens,47.816666,13.783334,1990-06-03T00:00:00,3,6,1990
Lamproderma sauteri,50.766945,13.758333,1988-04-17T00:00:00,17,4,1988
Lamproderma splendens,45.400002,6.5,1989-05-24T00:00:00,24,5,1989
Lamproderma arcyrioides,50.490833,11.344444,1989-09-29T00:00:00,29,9,1989
Lamproderma ovoideum,47.816666,13.783334,1990-06-03T00:00:00,3,6,1990
Lamproderma splendens,45.400002,6.5,1989-05-17T00:00:00,17,5,1989
Lamproderma arcyrioides,45.400002,6.5,1989-05-18T00:00:00,18,5,1989
Lamproderma splendens,45.400002,6.5,1989-05-17T00:00:00,17,5,1989
Lamproderma splendens,45.400002,6.5,1989-05-17T00:00:00,17,5,1989
Lamproderma ovoideum,45.400002,6.5,1989-05-17T00:00:00,17,5,1989
Lamproderma ovoideum,45.400002,6.5,1989-05-17T00:00:00,17,5,1989
Lamproderma splendens,45.400002,6.5,1989-05-15T00:00:00,15,5,1989
Lamproderma splendens,45.400002,6.5,1989-05-15T00:00:00,15,5,1989
Lamproderma splendens,45.400002,6.5,1989-05-15T00:00:00,15,5,1989
Lamproderma ovoideum,45.883335,10.833333,1861-01-01T00:00:00,,,1861
Lamproderma ovoideum,47.25,11.333333,1967-05-25T00:00:00,25,5,1967
Lamproderma ovoideum,47.685555,11.576389,1964-05-19T00:00:00,19,5,1964
Lamproderma sauteri,47.727222,10.319722,1963-06-16T00:00:00,16,6,1963
Lamproderma sauteri,47.333332,7.25,1912-05-01T00:00:00,,5,1912
Lamproderma sauteri,50.433334,30.516666,1926-04-10T00:00:00,10,4,1926
Lamproderma arcyrioides,47.581944,10.561389,1951-06-16T00:00:00,16,6,1951
Lamproderma ovoideum,47.726112,12.878612,1963-04-21T00:00:00,21,4,1963
Lamproderma sauteri,47.333332,7.25,1912-05-01T00:00:00,,5,1912
Lamproderma arcyrioides,47.581944,10.561389,1951-06-16T00:00:00,16,6,1951
Lamproderma sauteri,48.762222,8.240833,1900-12-02T00:00:00,2,12,1900
Lamproderma ovoideum,45.883335,10.833333,1861-01-01T00:00:00,,,1861
Lamproderma ovoideum,47.133335,10.266666,1907-07-20T00:00:00,20,7,1907
Lamproderma sauteri,50.433334,30.516666,1926-04-10T00:00:00,10,4,1926
Lamproderma arcyrioides,50.93,11.59,1916-04-01T00:00:00,,4,1916
Lamproderma ovoideum,47.333332,7.25,1913-04-01T00:00:00,,4,1913
Lamproderma arcyrioides,52.521946,13.410277,1905-09-24T00:00:00,24,9,1905
Lamproderma sauteri,48.762222,8.240833,1900-12-02T00:00:00,2,12,1900
Lamproderma arcyrioides,50.93,11.59,1916-04-01T00:00:00,,4,1916
Lamproderma ovoideum,47.133335,10.266666,1907-07-20T00:00:00,20,7,1907
Lamproderma ovoideum,47.25,10.5,1963-07-13T00:00:00,13,7,1963
Lamproderma ovoideum,47.333332,7.25,1913-04-01T00:00:00,,4,1913
Lamproderma arcyrioides,52.521946,13.410277,1905-09-24T00:00:00,24,9,1905
Lamproderma sauteri,47.727222,10.319722,1963-06-05T00:00:00,5,6,1963
Lamproderma ovoideum,47.599998,12.183333,1960-04-15T00:00:00,15,4,1960
Lamproderma ovoideum,47.25,10.5,1952-05-08T00:00:00,8,5,1952
Lamproderma ovoideum,47.581944,10.561389,1955-05-01T00:00:00,,5,1955
Lamproderma ovoideum,47.25,11.333333,1967-05-25T00:00:00,25,5,1967
Lamproderma sauteri,50.433334,30.516666,1926-04-10T00:00:00,10,4,1926
Lamproderma sauteri,47.581944,10.561389,1951-06-22T00:00:00,22,6,1951
Lamproderma sauteri,47.333332,7.25,1913-04-01T00:00:00,1,4,1913
Lamproderma sauteri,47.366665,10.833333,1962-05-04T00:00:00,4,5,1962
Lamproderma sauteri,47.333332,7.25,1913-04-01T00:00:00,1,4,1913
Lamproderma arcyrioides,47.383335,10.2,1952-05-04T00:00:00,4,5,1952
Lamproderma arcyrioides,48.299999,13.633333,1981-11-22T00:00:00,22,11,1981
Lamproderma arcyrioides,48.299999,13.633333,1981-11-22T00:00:00,22,11,1981
Lamproderma sauteri,51.054443,13.739166,1986-10-03T00:00:00,3,10,1986
Lamproderma ovoideum,46,2,1987-05-07T00:00:00,7,5,1987
Lamproderma sauteri,46,2,1987-05-07T00:00:00,7,5,1987
Lamproderma ovoideum,46,2,1987-05-07T00:00:00,7,5,1987
Lamproderma arcyrioides,46,2,1987-05-07T00:00:00,7,5,1987
Lamproderma arcyrioides,47.634998,13.006111,1986-05-18T00:00:00,18,5,1986
Lamproderma ovoideum,47.634998,13.006111,1985-06-14T00:00:00,14,6,1985
Lamproderma sauteri,51.054443,13.739166,1986-10-03T00:00:00,3,10,1986
Lamproderma arcyrioides,47.634998,13.006111,1986-07-22T00:00:00,22,7,1986
Lamproderma arcyrioides,47.634998,13.006111,1986-05-18T00:00:00,18,5,1986
Lamproderma sauteri,47.816666,13.783334,1984-06-02T00:00:00,2,6,1984
Lamproderma ovoideum,47.5,13,1986-06-17T00:00:00,17,6,1986
Lamproderma sauteri,47.333332,7.25,1913-04-01T00:00:00,,4,1913
Lamproderma sauteri,47.333332,7.25,1913-04-01T00:00:00,,4,1913
Lamproderma ovoideum,47.5,13,1986-06-17T00:00:00,17,6,1986
Lamproderma splendens,47.634998,13.006111,1985-05-19T00:00:00,19,5,1985
Lamproderma sauteri,47.816666,13.783334,1984-06-02T00:00:00,2,6,1984
Lamproderma arcyrioides,48.591946,9.059722,1980-11-25T00:00:00,25,11,1980
Lamproderma arcyrioides,48.591946,9.059722,1980-11-25T00:00:00,25,11,1980
Lamproderma splendens,47.634998,13.006111,1985-05-19T00:00:00,19,5,1985
Lamproderma splendens,47.634998,13.006111,1985-05-19T00:00:00,19,5,1985
Lamproderma arcyrioides,48.591946,9.059722,1980-11-25T00:00:00,25,11,1980
Lamproderma splendens,47.634998,13.006111,1985-05-19T00:00:00,19,5,1985
Lamproderma sauteri,47.634998,13.006111,1982-06-02T00:00:00,2,6,1982
Lamproderma ovoideum,47.726112,12.878612,1982-05-19T00:00:00,19,5,1982
Lamproderma sauteri,47.634998,13.006111,1982-06-02T00:00:00,2,6,1982
Lamproderma ovoideum,47.726112,12.878612,1982-05-20T00:00:00,20,5,1982
Lamproderma arcyrioides,50.098331,8.241111,1979-12-02T00:00:00,2,12,1979
Lamproderma sauteri,48.56139,8.223611,1979-09-15T00:00:00,15,9,1979
Lamproderma sauteri,47.316666,10.116667,1977-03-25T00:00:00,25,3,1977
Lamproderma sauteri,47.333332,7.25,1912-12-05T00:00:00,5,12,1912
Lamproderma sauteri,47.875278,8.009167,1979-05-19T00:00:00,19,5,1979
Lamproderma arcyrioides,50.098331,8.241111,1979-12-02T00:00:00,2,12,1979
Lamproderma sauteri,46.833332,10.25,1975-07-26T00:00:00,26,7,1975
Lamproderma sauteri,48.56139,8.223611,1979-09-15T00:00:00,15,9,1979
Lamproderma sauteri,47.947777,11.222777,1948-11-12T00:00:00,12,11,1948
Lamproderma sauteri,47.875278,8.009167,1979-05-19T00:00:00,19,5,1979
Lamproderma sauteri,47.316666,10.116667,1977-03-25T00:00:00,25,3,1977
Lamproderma sauteri,46.833332,10.25,1975-07-26T00:00:00,26,7,1975
Lamproderma arcyrioides,47.675556,12.017222,1967-10-08T00:00:00,8,10,1967
Lamproderma arcyrioides,47.675556,12.017222,1967-10-08T00:00:00,8,10,1967
Lamproderma arcyrioides,47.675556,12.017222,1967-10-08T00:00:00,8,10,1967
Lamproderma arcyrioides,48.812222,9.159445,1976-08-12T00:00:00,12,8,1976
Lamproderma arcyrioides,46,2,1969-08-01T00:00:00,1,8,1969
Lamproderma arcyrioides,48.696667,8.137222,1972-12-10T00:00:00,10,12,1972
Lamproderma arcyrioides,48.812222,9.159445,1976-08-12T00:00:00,12,8,1976
Lamproderma arcyrioides,48.696667,8.137222,1972-12-10T00:00:00,10,12,1972
Lamproderma arcyrioides,48.696667,8.137222,1972-12-10T00:00:00,10,12,1972
Lamproderma arcyrioides,52.154724,9.952778,1936-05-27T00:00:00,27,5,1936
Lamproderma arcyrioides,63,12,1931-07-02T00:00:00,2,7,1931
Lamproderma sauteri,40.07,-1.08,2009-05-01T00:00:00,1,5,2009
Lamproderma arcyrioides,40.41,-3.74,1999-11-13T00:00:00,13,11,1999
Lamproderma arcyrioides,45,6,,,,
Lamproderma pseudomaculatum,45,6,2009-03-19T00:00:00,19,3,2009
Lamproderma sauteri,45,6,2010-04-18T00:00:00,18,4,2010
Lamproderma ovoideum,44,7,2009-05-04T00:00:00,4,5,2009
Lamproderma aeneum,43.52,6.44,2004-04-28T00:00:00,28,4,2004
Lamproderma ovoideum,49.56,20.25,2004-04-18T00:00:00,18,4,2004
Lamproderma ovoideum,49.54,20.04,2006-05-13T00:00:00,13,5,2006
Lamproderma sauteri,49.54,20.05,2006-05-13T00:00:00,13,5,2006
Lamproderma splendens,48.162833,24.539639,2005-05-17T00:00:00,17,5,2005
Lamproderma ovoideum,42.68,1.3,1996-06-04T00:00:00,4,6,1996
Lamproderma pseudomaculatum,42.66,0.9,1996-06-05T00:00:00,5,6,1996
Lamproderma ovoideum,42.66,0.9,1996-06-05T00:00:00,5,6,1996
Lamproderma ovoideum,42.56,0.39,1996-06-06T00:00:00,6,6,1996
Lamproderma ovoideum,42.76,-0.45,1997-03-28T00:00:00,28,3,1997
Lamproderma ovoideum,42.76,-0.45,1997-03-28T00:00:00,28,3,1997
Lamproderma ovoideum,42.66,0.9,1996-06-05T00:00:00,5,6,1996
Lamproderma ovoideum,42.62,0.92,1994-06-03T00:00:00,3,6,1994
Lamproderma ovoideum,42.63,0.92,1994-06-29T00:00:00,29,6,1994
